SetTransformer,STGCN,B-STGCN
66.05051314767407,57.6526443609765,48.32488234808882
48.36985038045378,45.521893860488824,34.01142800504448
62.22608514216283,57.12233436437693,50.68164246830476
53.60106631530483,59.52238541152928,44.765581046153876
57.02181092856738,53.109211420172834,56.94771476449548
50.20828717783863,50.1403798414678,61.5296079512619
59.59995925434259,67.39249072674117,35.06933942153156
58.43470022919021,61.435283632143786,65.13358919383175
69.10276786021163,62.2503362924395,71.24017699495943
68.10036297446493,53.31881358727561,53.46278228487696
62.6068909643478,52.449882628963856,43.67141894438368
54.54741678157451,55.49543406428239,57.01134188087688
52.91819116965879,54.48753485768387,52.922044396548316
59.15464660710051,65.90290729198074,63.7500698161893
38.60862863721783,51.81865307042591,42.927823322132724
26.81714216033978,44.28640218714443,35.27089559817343
59.136939254692294,53.41804575479508,42.1551304351459
58.912978801543225,33.09038331056329,38.065519136611385
49.27295107574849,55.7501894655766,38.58792718861508
52.7950731110204,37.1678355947408,57.244963695973254
37.081989403678676,32.921993694344344,41.81233471559547
74.63027585043706,56.438985925174364,60.50515375917541
60.209334997357566,55.637735945445534,50.52437010616895
45.776345736567436,61.41432495878206,44.006762862666456
51.68477787236696,45.22540116980245,43.91620431401981
51.25590188722373,41.10154296685728,35.63921315830991
63.09075131397069,44.37810795821613,43.90298296140821
43.8737725177784,46.19033355266088,37.001292852291336
58.625025972855006,51.584357326461,48.5069100210289
60.807614064270126,58.87790363340866,53.48524829532631
78.19176356282333,66.12906958906669,71.29295951550222
52.73338546932172,55.434317461548645,55.25581891230177
47.70480091060508,45.83942239196461,42.13046258075968
52.948245310498066,55.71622036390564,51.94123095707044
58.67316815874578,45.565246521367385,38.18213712559034
64.12615299179939,53.834857898742136,67.92290875773952
63.251593955761145,44.78249100180925,36.77831499772157
56.608893167471294,68.34575025003707,54.03070883022983
39.399599915577795,42.695919768426336,45.1751343074025
54.33364242888106,53.1829629030677,58.651720758341995
64.82875213196405,46.515779462218084,45.89669091230401
55.23376446146679,69.53352158609542,64.58540722097821
60.38537962240376,69.21871449256965,45.50930528078432
67.59188107091244,65.30063095231363,67.71148029484797
53.73801792148119,58.2787397133252,51.48813983311679
56.93795051264458,49.39052336858326,47.30954420146058
57.85602168891196,54.87788371842702,60.30180215371585
44.55894725276972,50.5071257583269,42.295544286578135
56.03639831039893,57.902836595046395,50.582014174656464
57.67232205503851,64.45443866269575,50.078563587389624
43.677947308766605,39.739046568766305,41.65629703230277
45.66283245042938,55.833638321885026,53.853640450642885
52.8760577541378,41.855587058818024,43.307394465474594
48.16432265353324,59.13671289690439,59.54626615815302
59.19701152490458,50.83954245885248,44.314614598709404
64.07431191387448,50.49233533468553,49.02943639642172
47.717837061390206,51.96257546757063,38.67008477663342
62.87878267908528,63.46824922575517,67.7994717404
47.255568158036134,56.38870877378405,46.043509660234854
69.06715766457837,78.16839212122237,52.30786369503559
43.9584148969685,44.987010407674575,68.77475999205498
69.55686730522048,50.89907970156609,57.88149722904138
61.56126717459721,45.669520294162865,48.635578989966085
54.38667702968765,44.25733064488446,45.91641490682263
76.52542556268192,44.42302454562929,53.84302735708735
42.86162653040911,46.40902089825085,32.2059699940085
52.12816647841187,64.37728666848716,40.28342161518693
63.72035521203188,55.68288403514178,49.09112403812041
59.427582654359455,49.33797749481874,50.96571120313237
68.97885754931558,65.67527881376861,52.60659938562027
47.70944124525708,48.95187284259877,38.09249944158084
53.66040292270643,64.27144896915708,39.22130457389052
71.17046394078055,50.34569664408597,43.475542290420094
48.87745257533056,39.812777473680455,42.74990867308874
57.91542003025572,46.457641522193335,60.881555893486635
48.61887995861308,39.187729026100804,45.745427320537985
51.099236575519114,47.95766313767319,60.95727771803529
35.30568524682554,47.64256795241736,37.58893567542005
45.07858242187161,51.87825719157685,38.99450950389748
55.2346698926184,62.810633551441015,51.934851783047726
56.84385255131437,41.53911314885406,38.427179719985446
69.06141640795794,66.95401511359279,51.52990798948003
48.10254241092132,43.76113894031605,39.811221263888626
49.13162664866947,52.33573656991871,53.07781971058686
58.18505331160935,44.924936928837425,41.88001054968321
64.0528387909948,67.31454133577975,67.21993406942676
58.8449942977447,62.77593393145455,59.36969165010332
44.369058791195194,43.64031018203259,43.26584752240407
61.269615453874856,69.47103654764389,54.52598481465626
69.87821305211955,73.34932741768564,67.70761163447291
53.37515095398751,61.33896324889598,50.757693540544906
51.05621316233205,53.503444374776585,53.67305838084827
62.824924959049966,53.99954347843176,51.32113923059634
53.037075308764365,48.992380597643006,29.016897432169255
60.2030690022288,64.59851539469585,55.78497654198111
55.73216829896243,60.282885844940424,57.13809195311207
58.28291704341105,58.372302647156744,56.14803900029161
59.23618171120212,56.334341748725954,48.107604594178056
64.84621769309882,44.19021041627611,43.89155189311913
65.14438748921374,46.94334360109052,53.58029798826475
